user_id,age,gender,steps,calories_burned,sleep_hours,workout_duration_minutes,water_intake_liters,mood
1190,33,Female,18077,900,4.6,29,1.84,Happy
1252,41,Male,13663,798.5,10,24,2.77,Neutral
1980,56,Female,18799,892.2,6.9,41,3.17,Tired
1927,47,Female,15517,755.9,3,61,3.26,Tired
1982,30,Male,19467,900,9.2,39,1.24,Tired
1160,22,Female,18619,854.8,3.5,47,2.58,Neutral
1255,42,Male,4967,428,7.4,40,2.54,Neutral
1322,37,Male,14211,668.8,8.3,0,3.51,Happy
1127,35,Male,7634,540.7,8,88,2.82,Tired
1017,35,Male,1840,329.1,9.3,56,3.51,Happy
1792,19,Female,2461,311.4,8.5,68,2.88,Neutral
1734,27,Female,16405,763.3,9.8,0,2.45,Tired
1565,29,Female,16003,845.4,6.9,52,2.64,Neutral
1569,30,Male,4472,339,6.4,64,3.57,Happy
1322,28,Female,16847,813.8,6.5,0,1.59,Happy
1871,36,Female,7575,532,9.1,25,3.13,Neutral
1685,52,Male,5843,472.1,6,0,2.06,Neutral
1791,56,Male,8739,613.8,8.3,34,1.91,Tired
1625,43,Female,15852,819.8,5.7,28,3.22,Neutral
1287,31,Male,17324,900,5.7,80,1.88,Happy
1942,41,Male,19893,900,8.8,75,2.76,Happy
1853,58,Male,10157,711,7.7,24,2.16,Neutral
1662,18,Male,19422,900,3.8,45,0.85,Neutral
1961,39,Female,15516,803.1,5.7,76,2.83,Tired
1638,40,Male,13432,737.6,3.1,54,2.59,Happy
1154,36,Male,19234,900,6.4,0,1.16,Happy
1489,35,Male,8432,572.6,6.6,40,2.01,Happy
1385,29,Male,19837,900,6.3,0,1.24,Neutral
1985,45,Male,16148,862,8.8,0,3.01,Happy
1784,45,Male,12194,704.1,7.6,0,3.47,Neutral
1103,50,Male,15819,851.9,10,0,3.09,Tired
1928,36,Male,7625,453.9,7.8,42,3.19,Neutral
1392,45,Female,8404,548.5,7.8,58,2.14,Tired
1810,54,Male,15674,900,7.4,41,2.88,Tired
1245,43,Female,11507,637.4,6.6,74,2.49,Neutral
1175,52,Male,19697,900,6,50,2.63,Tired
1038,51,Male,5623,332.8,6.6,66,3.17,Neutral
1476,52,Male,8015,533.2,6.7,0,3.32,Happy
1681,57,Male,16261,861.3,6.9,67,2.23,Neutral
1758,33,Female,8782,557.1,8,58,1.51,Tired
1537,55,Male,6214,485.1,7.5,40,2.37,Tired
1866,30,Male,7938,503.6,6.2,34,2.35,Happy
1817,40,Female,3988,418.3,5.9,64,2.7,Neutral
1920,39,Female,6156,402.1,7.3,38,3.08,Happy
1407,33,Male,6512,532.6,5.6,72,1.16,Tired
1524,45,Female,10788,642.2,6.4,74,2.03,Neutral
1827,52,Female,15185,803.8,6.2,68,1.83,Tired
1505,25,Female,19734,900,10,80,3.38,Neutral
1902,39,Male,10971,583.4,5.1,79,2.35,Happy
1824,38,Male,11640,683.1,5.8,43,2.14,Happy
1035,43,Male,7487,463.6,6.2,0,2.88,Tired
1684,57,Female,14688,837.3,6.3,80,2.08,Happy
1019,38,Male,13452,752.5,8.5,42,2.49,Happy
1320,42,Female,16372,783.6,6.6,0,3.77,Tired
1775,58,Male,12999,758,5,30,3.75,Tired
1511,18,Male,14434,769.2,9.1,61,2.21,Tired
1399,23,Female,13416,734.4,7.4,44,2.37,Neutral
1653,40,Male,14945,850,7.6,53,2.07,Tired
1971,40,Female,2017,211,8,41,1.15,Neutral
1882,40,Female,5690,371.4,5.2,21,3.23,Tired
1470,49,Male,9373,591.2,7,70,4.19,Neutral
1142,47,Female,15378,730.2,8.2,35,2.19,Tired
1091,30,Male,19835,900,6,30,1.93,Neutral
1353,35,Male,19336,900,7.5,88,2.31,Happy
1833,40,Female,5700,422.6,7.8,81,2.56,Tired
1799,32,Male,14901,727.3,4.8,38,1.71,Tired
1726,50,Female,1660,275.9,5.5,0,2.18,Neutral
1958,38,Male,18699,900,3.6,0,3.21,Happy
1853,56,Male,8381,500.1,7.3,42,2.59,Happy
1050,40,Male,3919,534.6,9.8,79,3.39,Neutral
1664,44,Male,19456,900,6,37,2.76,Tired
1697,35,Male,19403,900,6.7,74,1.74,Happy
1574,41,Female,11932,722.2,8.5,37,2.1,Tired
1189,57,Female,1815,258.1,7.4,46,2.67,Neutral
1124,59,Female,15510,794.5,5.5,20,1.71,Tired
1149,24,Female,13289,746.5,9.3,33,1.62,Happy
1313,37,Female,5734,454.8,7.3,0,1.67,Neutral
1569,44,Female,3753,396.4,6.7,52,2.86,Happy
1341,23,Male,7505,571.4,6.8,55,2.24,Tired
1304,44,Male,12559,761.7,7.9,58,3.33,Tired
1691,26,Female,15905,879,6.1,64,1.87,Neutral
1681,48,Female,5685,475.4,9.4,44,0.78,Happy
1837,38,Male,17585,900,8.9,34,2.41,Happy
1782,43,Male,18388,900,7,39,3.65,Happy
1053,57,Male,18696,868.6,7.1,0,2.52,Neutral
1443,30,Female,19409,900,5.7,77,1.54,Tired
1612,40,Female,12765,779.4,6,79,1.36,Tired
1992,37,Female,5221,368.7,5.3,49,3.34,Tired
1263,54,Male,16327,833.5,6.7,32,1.93,Happy
1052,45,Male,4671,383.8,7.1,86,3.58,Neutral
1571,34,Female,5941,447.1,4.6,0,2.96,Happy
1619,45,Female,13466,710.9,8,59,1.96,Neutral
1004,58,Male,18988,900,5.7,57,3.32,Happy
1102,19,Male,19286,900,7.6,66,1.85,Neutral
1195,42,Male,13191,627.1,8.2,48,1.49,Happy
1773,58,Male,5588,427.3,9,53,1.89,Happy
1876,23,Female,11811,653.3,8.6,30,3.04,Neutral
1991,28,Male,19733,900,9.5,39,3.3,Tired
1883,55,Male,8928,585.3,8.2,39,2.22,Tired
1349,23,Male,16325,868.6,7.3,75,1.19,Neutral
1046,28,Female,8120,533,6.3,42,1.41,Neutral
1866,31,Female,15274,841.5,6.8,44,1.75,Tired
1822,19,Male,5719,444.8,9.4,0,1.59,Happy
1935,57,Male,9081,526.3,6.7,50,2.69,Tired
1819,20,Male,15550,858.1,7,20,3.86,Neutral
1655,52,Female,17354,900,9.2,73,3.06,Happy
1268,50,Female,11864,620.3,6.7,35,1.71,Neutral
1369,41,Female,17931,900,5.8,78,2.01,Tired
1635,36,Male,13624,730.8,8.7,85,2.15,Happy
1105,35,Female,4361,405.1,5.8,22,2.77,Tired
1669,41,Male,14707,795.9,7.6,34,3.6,Tired
1658,52,Male,2924,308.4,7.3,51,2.17,Tired
1656,18,Male,13647,772.8,7.5,69,3.58,Happy
1119,53,Female,7681,490.6,3.4,79,3.97,Tired
1830,42,Male,3701,402.1,8.2,27,2.26,Happy
1786,51,Female,15175,869.2,6.9,26,2.24,Tired
1603,42,Female,11122,617.5,7.9,23,2.25,Tired
1057,33,Male,17805,900,7.8,29,2.54,Neutral
1950,51,Male,17719,890.1,7.5,79,2.25,Tired
1345,46,Female,10718,647.5,6.4,44,3.12,Happy
1740,36,Male,1056,307.7,6.4,61,1.42,Neutral
1473,40,Female,14973,715.5,6.9,0,2.13,Happy
1116,36,Male,16352,783.2,7.3,51,2.73,Tired
1829,42,Female,16052,837.9,6.4,0,3.11,Neutral
1790,33,Female,4147,375.2,8.4,0,4.04,Neutral
1126,26,Female,4537,334.4,6.5,68,1.6,Neutral
1392,18,Female,1721,277.9,5.5,35,2.04,Happy
1907,59,Male,13269,693.7,7.9,57,0.91,Neutral
1640,36,Male,17769,888.4,9.8,24,1.72,Neutral
1057,50,Female,8426,600.5,5.2,26,1.26,Happy
1633,51,Female,14788,774.4,6.8,27,2.14,Happy
1512,33,Male,15007,782.2,8.6,52,2.34,Happy
1750,57,Male,12079,689.7,7.9,81,2.83,Tired
1801,35,Male,15346,868.5,7.9,51,2.29,Happy
1095,51,Male,8115,522.4,7,0,2.83,Happy
1637,42,Male,11911,648.5,3,39,2.58,Neutral
1117,23,Male,1259,279.3,7.4,74,1.78,Tired
1559,38,Female,9791,632.3,7.6,82,1.32,Neutral
1600,23,Male,8536,598.7,8.7,25,2.91,Happy
1487,49,Male,9947,596.1,5.9,71,3.65,Happy
1236,58,Female,12769,734.5,9.5,21,4.27,Neutral
1884,56,Male,11950,717.5,6.5,58,3.15,Tired
1896,48,Male,17860,900,6.3,51,3.52,Tired
1271,59,Male,6283,517.3,5.9,70,2.82,Neutral
1188,27,Male,10791,664.2,8.6,88,2.71,Happy
1998,47,Male,3359,428.5,5.4,51,2.58,Tired
1703,35,Female,8405,582.1,7.9,0,2.43,Tired
1446,41,Male,18645,849.5,5.8,81,2.92,Neutral
1580,26,Female,15357,794.4,6.9,32,2.14,Tired
1789,48,Female,7323,412,4.7,89,2.4,Happy
1860,32,Male,6937,445.5,8.2,40,1.68,Neutral
1246,21,Female,18966,900,6.8,80,2.83,Tired
1962,57,Male,12030,724.6,7.8,33,1.83,Happy
1075,26,Female,18882,900,6.7,41,2.52,Happy
1153,26,Female,14003,829.8,7.8,51,2.85,Neutral
1655,43,Male,11578,629.7,6.9,60,2.91,Neutral
1434,21,Male,13979,744.7,8.1,51,3.04,Happy
1996,34,Male,3209,266.4,7.8,61,2.35,Happy
1085,33,Male,13060,794.6,7.3,0,2.84,Tired
1696,32,Male,8228,608,5.6,73,2.16,Tired
1284,52,Female,10300,605.4,6.3,81,1.12,Tired
1973,22,Female,9681,513.2,5.8,62,2.87,Tired
1219,22,Female,9196,557.4,9.1,0,2.71,Tired
1068,37,Female,9267,582.3,8.2,57,3.21,Neutral
1046,32,Female,6372,423.1,7.1,58,2.48,Tired
1093,35,Female,7150,603.5,6.2,89,1.38,Tired
1749,19,Female,11920,768.1,5.8,64,2.44,Tired
1957,46,Male,17001,792.6,7.2,65,3.12,Happy
1452,30,Male,17856,856.5,9.8,0,2.83,Tired
1203,21,Female,16147,868.8,7,71,2.4,Neutral
1911,59,Female,18221,875.2,8.8,28,1.34,Happy
1217,27,Male,2186,296.6,7.4,76,1.78,Happy
1473,48,Male,7461,499,7.8,88,2.83,Tired
1431,58,Male,18865,900,6.3,62,1.33,Happy
1340,25,Male,12464,749.5,6.7,26,2.28,Tired
1550,20,Female,15052,892.5,5.8,0,2.53,Tired
1611,26,Male,8332,553.1,7.5,63,3.3,Tired
1288,47,Female,17615,844,6.6,87,2.93,Neutral
1253,28,Female,1327,260.3,7.5,63,3.17,Happy
1733,52,Female,6239,420.4,5.5,59,2.71,Happy
1356,54,Male,18333,900,7.7,62,1.91,Happy
1022,59,Male,11078,677.8,7.3,81,2.07,Happy
1761,30,Female,8038,541.6,7.2,62,1.85,Happy
1521,53,Female,9048,594.4,7.6,38,2.91,Tired
1757,30,Female,15954,836.2,6.6,68,2.01,Tired
1836,29,Male,3297,394.5,10,84,2.22,Tired
1099,54,Female,18691,900,7.7,44,2.52,Neutral
1801,27,Male,13703,796.1,7.2,60,3.65,Neutral
1179,26,Female,3779,430.8,8.1,42,2.96,Neutral
1222,24,Female,14706,747.5,6.2,77,1.96,Neutral
1905,19,Female,14225,785.9,6.2,62,2.61,Happy
1761,40,Male,8318,553.5,8.2,59,3.66,Neutral
1658,56,Male,14531,727.5,8.3,49,2.93,Happy
1441,57,Female,6335,385,8.8,53,1.38,Happy
1607,56,Male,10530,575.4,4.9,29,1.86,Happy
1768,38,Female,8502,537.5,6.8,79,1.81,Tired
1324,40,Male,2649,326.9,7.5,20,3.51,Tired
1515,46,Male,14472,760.4,8.1,31,3.38,Happy
1015,31,Male,3862,451,7.8,65,2.06,Neutral
1791,43,Female,1917,328,5.7,36,2.05,Happy
1335,22,Male,13444,760.4,7.8,77,2.53,Tired
1758,48,Male,9353,552.6,7.5,0,2.55,Neutral
1257,42,Female,6449,461.5,7.5,25,1.83,Tired
1496,48,Female,3811,407.5,5.4,81,2.33,Neutral
1987,37,Female,4421,422.8,5.6,29,1.48,Tired
1895,34,Female,10290,657.1,9.7,45,3.39,Happy
1159,19,Male,3721,333.7,8.5,77,1.27,Tired
1474,42,Male,11892,649.5,6.9,36,1.26,Neutral
1851,30,Male,16256,778.9,6.9,72,2.8,Tired
1663,56,Male,1788,297.9,10,24,1.63,Neutral
1907,45,Male,17640,829.7,7.1,86,2.15,Tired
1689,59,Female,5025,400.2,6.8,0,2.54,Tired
1674,23,Male,7741,488.6,5.8,0,2.97,Happy
1379,20,Male,4654,397.3,6.6,65,2.35,Neutral
1544,52,Male,14580,841.5,4.5,86,3.75,Neutral
1928,35,Female,8660,614.1,7.8,22,2.5,Happy
1956,28,Female,4251,405.2,8.9,42,3.33,Tired
1690,37,Male,6268,412.5,8.9,0,2.69,Neutral
1426,22,Female,12781,710.1,5.9,0,3.99,Neutral
1612,36,Female,14489,735.9,3.6,66,3.24,Neutral
1267,39,Female,16131,812.5,7.5,0,2.53,Happy
1834,36,Female,8562,566.6,9,63,2.94,Happy
1576,33,Female,16987,830.8,4.6,32,2.32,Neutral
1416,41,Female,15391,792.9,6.4,27,2.31,Tired
1167,58,Female,3152,272.6,7.5,82,1.59,Tired
1841,21,Male,9738,622.4,5.7,41,1.93,Happy
1042,32,Male,8888,537.5,4.4,57,3.94,Tired
1555,42,Female,11096,533,5.9,46,1.66,Happy
1284,52,Male,6474,540.6,6.1,0,2.04,Neutral
1396,31,Male,1488,310.2,4.2,42,2.43,Neutral
1011,36,Female,19206,867.5,8.6,84,2.46,Neutral
1606,55,Male,6622,501.6,9.3,66,2.77,Happy
1301,53,Female,4774,467.1,7,80,2.17,Tired
1897,24,Female,7446,488.5,8.1,65,2.81,Neutral
1252,47,Female,9572,590.3,4.8,23,3.3,Tired
1498,36,Male,8833,537.4,6.8,50,3.39,Tired
1753,42,Male,11258,676.3,6.1,23,2.31,Happy
1034,33,Male,13416,788.3,7.6,48,2.93,Happy
1726,57,Male,5887,375.9,3,63,1.7,Tired
1848,25,Female,17605,868.9,6.5,0,1.99,Tired
1089,35,Female,16684,872.4,7.9,78,1.68,Neutral
1775,45,Male,1617,280.2,7.4,72,2.47,Neutral
1604,33,Female,14636,805.8,8.2,30,1.9,Neutral
1921,36,Female,3570,333.2,6.1,25,1.44,Tired
1969,59,Male,7309,448.3,3,66,2.23,Happy
1601,34,Female,3790,400.9,8.6,0,1.29,Tired
1417,30,Male,8826,492,8.1,87,3.43,Neutral
1114,24,Female,13134,700.7,9.4,0,2.11,Neutral
1616,44,Male,5054,403.1,7.1,0,3.19,Happy
1902,27,Female,17090,900,7.6,62,2.16,Tired
1195,51,Female,8681,532.6,10,0,1.66,Neutral
1825,53,Male,16569,900,4.2,48,3.32,Happy
1500,42,Male,7508,562.9,7.7,37,2.56,Neutral
1625,23,Male,17608,873.2,8.8,0,3.82,Happy
1492,41,Male,11433,676.9,7.3,25,2.17,Tired
1074,35,Female,13344,746.1,7.1,35,2.19,Happy
1412,40,Female,12888,698.5,4.8,20,3.2,Tired
1375,23,Male,4827,297.8,9.2,41,3.21,Tired
1419,46,Female,18787,900,8.6,65,2.61,Neutral
1728,42,Male,17257,900,8.9,81,4.83,Tired
1276,34,Male,17793,900,7,42,2.3,Neutral
1760,41,Female,2916,299.9,6.5,40,1.61,Neutral
1675,28,Female,3859,321,7,70,1.8,Tired
1393,43,Male,8072,477.2,9.5,57,2.31,Happy
1868,51,Male,16523,711,6.6,47,3.56,Tired
1456,45,Male,3051,301.8,9.2,63,2.37,Tired
1919,20,Female,9214,706.9,6.8,58,3.6,Happy
1191,28,Female,3968,422.3,5.7,61,2.8,Neutral
1738,55,Female,9936,547.8,3.9,61,3.26,Neutral
1688,31,Female,1601,238.3,7.9,79,2.77,Tired
1098,43,Male,16451,832,8.2,76,2.77,Happy
1547,38,Male,14257,840.2,5.3,26,3.03,Happy
1977,56,Male,6274,562.2,9.2,70,2.1,Happy
1998,47,Male,19226,900,4.9,51,2.11,Happy
1095,25,Male,11866,687.8,8.1,26,2.74,Tired
1663,37,Male,13368,760.7,8.1,59,3.86,Tired
1662,49,Female,9674,586.2,8.6,34,1.42,Neutral
1189,39,Female,16462,872.6,4,78,1.08,Happy
1735,24,Male,12503,702.5,8.6,31,2.32,Tired
1036,26,Male,16624,888.9,6.8,61,3.22,Tired
1779,18,Female,15370,714.7,6.5,58,2.54,Happy
1368,46,Female,6368,430.7,8.2,0,1.68,Happy
1694,25,Female,13567,683.5,8.4,21,2.56,Neutral
1524,21,Female,4825,427.5,4,48,1.29,Happy
1278,52,Male,11391,616.4,5.1,80,2.94,Neutral
1216,20,Male,10874,556.7,8.8,48,2.28,Neutral
1866,57,Male,4608,294.9,7.7,57,2.44,Happy
1872,24,Male,7878,537.6,7.3,0,2.8,Happy
1797,44,Male,2018,234.3,5.5,49,2.64,Tired
1272,18,Female,18695,900,7.7,75,2.12,Happy
1880,44,Male,10610,703.5,8.8,55,3.22,Happy
1061,33,Female,3500,358.8,10,61,3.06,Neutral
1595,55,Male,3667,321.2,6.5,23,1.26,Happy
1879,24,Male,10578,564.4,8.3,24,2.34,Tired
1728,40,Male,6230,470.9,9.8,0,1.74,Tired
1341,58,Male,11255,643.7,4.8,21,1.61,Happy
1396,28,Male,5834,462.3,9.7,73,2.87,Happy
1698,59,Female,2546,182.7,7.3,78,2.21,Neutral
1018,50,Female,16050,898.9,7.1,52,2.4,Happy
1176,53,Female,16049,756.3,6.2,41,2.03,Neutral
1611,54,Male,19529,900,6.5,0,2.76,Happy
1395,58,Male,19547,900,5.9,25,2.97,Neutral
1444,34,Female,16640,753.9,5.6,43,4.02,Tired
1232,52,Male,15284,807,7.7,68,2.37,Happy
1914,22,Male,4423,363.2,8.7,70,1.49,Happy
1075,49,Female,3332,331.8,5.4,60,2.15,Neutral
1264,20,Male,7066,500.5,6,0,3.09,Neutral
1454,52,Female,19040,900,7.4,21,1.96,Happy
1795,31,Male,7038,414.5,5.3,62,1.46,Neutral
1717,48,Female,9583,588.2,7.4,51,1.97,Happy
1734,48,Male,6289,450.6,6.6,31,2.13,Tired
1383,34,Male,1296,248.8,4.5,42,1.74,Neutral
1563,41,Female,18470,900,7.7,0,2.65,Happy
1850,40,Male,6194,514.6,6.2,63,2.44,Tired
1505,35,Male,6805,563.6,8.5,21,3.05,Happy
1366,31,Female,13797,769.1,6.7,26,2.19,Happy
1143,32,Male,17879,900,5.9,40,2.89,Tired
1884,32,Female,3995,317,7,77,2.16,Neutral
1068,23,Male,17477,881.1,8.9,42,1.71,Tired
1098,44,Male,13912,727.5,9.8,79,2.12,Happy
1395,32,Male,7393,470.9,7.9,44,1.37,Tired
1024,53,Male,1720,270.9,6.1,54,3.75,Happy
1947,25,Female,7325,503.2,7,64,2.6,Tired
1890,32,Male,13554,763.7,6.9,26,1.94,Neutral
1468,20,Female,6099,531.2,6.8,88,2.24,Tired
1483,30,Male,13568,666.5,6.6,0,0.78,Tired
1564,58,Male,5026,340.8,5.6,72,3.5,Neutral
1150,51,Male,13247,607.8,8.5,88,3.44,Happy
1143,41,Male,6057,400.2,8.3,44,2.58,Tired
1568,57,Female,18490,900,7,21,2.72,Happy
1038,49,Female,6305,417.3,8.9,80,1.61,Tired
1108,49,Female,12914,659.6,7.9,0,1.66,Neutral
1692,47,Female,7674,511.4,5.3,70,1.31,Tired
1041,30,Male,10563,603.2,6.5,21,2.39,Happy
1185,18,Female,16316,808.4,9.2,64,3.24,Happy
1934,51,Female,17217,896.2,6.5,51,2.23,Neutral
1397,32,Male,3005,291.5,6,51,2.74,Happy
1222,31,Male,13741,807.5,8.1,27,3.19,Neutral
1633,46,Male,15602,815.9,6.6,39,1.36,Neutral
1132,51,Male,13603,726.6,7.8,84,3.79,Happy
1162,35,Female,14987,812.6,6.9,40,3.31,Happy
1214,24,Female,18147,825.6,5.8,26,2.86,Neutral
1732,46,Male,14543,842.4,6,28,3.15,Happy
1234,48,Male,10144,645,4.5,21,3.18,Neutral
1842,42,Male,12114,644.9,5.3,38,2.7,Tired
1657,55,Female,6691,411.1,7.9,79,3.5,Happy
1750,31,Female,8059,471.9,8.8,0,2.18,Happy
1587,25,Male,5479,348.7,6.1,78,2.82,Neutral
1008,44,Male,5198,323.1,4.9,0,3.43,Tired
1073,19,Female,10091,531.5,8.7,0,0.62,Tired
1953,34,Male,16068,710.4,8.8,81,2.81,Happy
1491,54,Male,5205,390,8.1,29,3.01,Neutral
1912,31,Female,4641,378.8,4.8,84,1.3,Neutral
1252,42,Male,4543,445.8,7.8,45,2.7,Happy
1229,47,Female,16424,900,7.8,79,1.94,Tired
1518,46,Male,6591,426.9,8.4,37,2.78,Neutral
1173,37,Male,12833,700.9,7.2,78,2.43,Neutral
1652,38,Female,7116,539.8,5.9,0,1.84,Happy
1167,39,Female,1761,248,6.4,65,3.28,Happy
1169,52,Male,3407,344.8,8.8,31,2.21,Tired
1392,54,Female,1885,245.1,7.6,51,2.69,Tired
1945,33,Male,3643,347.7,5,58,3.42,Neutral
1794,34,Male,12125,689.2,9.6,74,1.86,Happy
1633,33,Female,2468,281.3,8.7,74,2.51,Happy
1193,19,Male,14366,827.9,9.5,29,2.15,Happy
1516,21,Male,8015,477.4,8.7,54,2.31,Tired
1028,38,Female,7323,498.7,5.6,25,4.01,Tired
1164,56,Female,9935,686.6,7.5,87,2.82,Neutral
1421,51,Male,3428,352.7,7.9,81,2.72,Happy
1338,47,Female,12685,667.6,5,28,2.87,Tired
1647,23,Female,13738,766.9,5.2,48,2.8,Happy
1495,34,Female,10308,733.9,8.1,25,1.22,Tired
1364,56,Female,16879,877.1,8.2,63,4.11,Happy
1832,42,Male,16772,900,10,83,1.47,Neutral
1341,22,Male,11633,665.6,6.6,86,3.71,Tired
1499,22,Male,18738,900,4.5,63,2.93,Tired
1656,37,Female,19864,900,6.8,0,2.63,Neutral
1510,33,Female,12193,636.8,8.3,28,2.29,Neutral
1326,58,Female,18570,900,6.5,42,4.32,Happy
1216,54,Female,16281,790.1,7.2,76,2.92,Tired
1300,57,Female,5087,387.9,6,0,2.51,Happy
1131,26,Female,7228,584.7,8.8,0,2.13,Happy
1803,22,Female,3831,349.6,8.1,0,2.04,Happy
1069,59,Male,19132,900,5.8,26,2.54,Tired
1251,19,Male,12055,694.2,6.2,39,1.85,Neutral
1414,26,Female,14795,764.1,6,83,2.98,Happy
1786,53,Female,8552,547.5,4.2,38,2.05,Tired
1444,39,Female,15605,765.4,5.9,25,3.2,Happy
1875,39,Male,12282,730.3,4.3,70,3.19,Neutral
1181,39,Male,2063,288.8,8.4,0,2.46,Neutral
1166,51,Female,14344,723.7,8.5,84,2.91,Tired
1090,46,Female,16898,893.9,6.6,0,2.94,Tired
1713,55,Male,3732,446,7.3,42,1.48,Neutral
1857,50,Male,2872,275.1,8.6,77,3.71,Tired
1530,35,Male,5720,466.7,8.2,30,2.32,Neutral
1038,24,Male,2969,339.7,10,53,2.99,Happy
1125,18,Female,13155,746.4,7.4,0,3.01,Neutral
1450,50,Male,12870,759.8,9.2,0,0.76,Happy
1172,18,Male,17702,894.2,7.1,65,2.04,Tired
1652,41,Female,4717,396.3,6.8,31,3.09,Happy
1753,21,Male,2374,299.9,8,28,2.54,Neutral
1219,21,Male,9679,544.4,7.8,32,2.98,Tired
1637,35,Male,17834,900,6.1,83,2.56,Tired
1057,44,Female,14427,759,5.8,39,3.36,Neutral
1659,49,Male,2940,409.1,7.1,78,2.58,Tired
1475,50,Female,3367,309.3,4.2,41,3.5,Neutral
1455,45,Female,12428,631.1,6.5,84,1.81,Happy
1828,59,Male,17631,900,5.5,0,2.41,Happy
1894,58,Male,17862,877.3,6.1,60,2.08,Tired
1360,53,Male,13655,685.5,5.8,64,2.77,Neutral
1934,23,Male,8968,578.1,8.2,23,2.3,Neutral
1000,33,Female,17292,900,7.7,89,2.34,Happy
1386,51,Male,15743,866.6,7.1,64,2.01,Happy
1972,40,Male,2368,266.1,6.4,77,2.18,Tired
1347,59,Male,3226,335.5,8.6,42,2.49,Neutral
1189,41,Female,12688,693.2,8.4,51,1.09,Tired
1504,30,Male,4612,467.5,6.8,82,0.89,Tired
1190,35,Male,13199,706.1,9,27,2.54,Tired
1507,30,Female,11034,646.3,6.7,44,0.56,Neutral
1368,54,Female,12569,711.2,7.3,52,2.36,Happy
1408,56,Male,2059,224.3,6.1,85,2.24,Neutral
1823,59,Male,19028,900,6.4,35,2.88,Neutral
1928,34,Male,14115,755.8,6.1,74,2.03,Neutral
1933,32,Male,19195,900,8,55,3.6,Tired
1116,35,Male,3193,337.5,7.6,26,3.09,Tired
1133,40,Female,17551,883.1,5.4,88,1.44,Neutral
1057,47,Female,17128,877.9,7.8,27,2.3,Tired
1555,51,Male,5182,403.9,9.7,22,3.57,Tired
1684,21,Male,19928,900,6,0,2.01,Happy
1671,20,Female,4868,441.1,5.9,55,2.46,Neutral
1172,24,Male,9506,629.2,7,49,3.48,Neutral
1828,35,Male,6950,428.5,9.1,34,2.12,Tired
1814,59,Male,9914,650,6.3,87,3.29,Neutral
1148,24,Male,15141,843.2,9.8,0,1.86,Neutral
1079,57,Male,12537,698.8,5.4,47,0.5,Neutral
1885,23,Female,17154,812.5,7.3,61,3.36,Neutral
1212,39,Male,3309,343,4.4,37,2.81,Tired
1202,18,Male,7630,487.5,5.6,24,2.85,Happy
1763,21,Male,11693,695.5,6.7,28,1.73,Tired
1228,46,Female,15778,863.5,7.4,0,1.79,Happy
1675,38,Female,12525,767,8.9,0,3.31,Neutral
1226,43,Female,14416,723.6,6,75,2.67,Neutral
1658,31,Female,19407,900,7.6,0,2.42,Neutral
1531,26,Male,17733,900,5,81,2.65,Neutral
1440,29,Female,9629,620.9,8.5,54,3.56,Neutral
1401,59,Male,9360,670.2,9,59,3.01,Neutral
1046,23,Male,13011,736.3,8.6,70,2.17,Neutral
1232,37,Female,8953,609.8,8.6,79,1.52,Happy
1304,41,Female,4301,380.5,6.9,75,2.91,Tired
1525,44,Female,12227,731.1,7.4,60,1.85,Neutral
1142,55,Female,7819,570.8,6.9,73,1.67,Neutral
1414,25,Female,12782,764.2,6.9,36,3.42,Neutral
1512,18,Male,3769,275.2,5.9,0,3.11,Happy
1372,41,Female,11492,639,7.4,28,2.77,Neutral
1565,24,Female,19564,900,7.6,75,1.63,Tired
1885,36,Female,4345,398.7,8.5,42,3.75,Happy
1258,39,Male,3665,344.1,7.6,21,3.22,Happy
1655,52,Female,11784,696.7,8.3,64,2.29,Neutral
1470,47,Male,13366,679.5,5.9,84,2.14,Happy
1952,46,Female,19926,900,9.1,57,2.55,Neutral
1970,39,Female,10325,631.6,6.6,25,2.17,Tired
1011,28,Male,6440,461.9,3.9,67,4.05,Tired
1329,37,Female,8110,515.5,6.4,63,2.23,Happy
1735,46,Male,19815,900,7.9,26,1.75,Happy
1783,58,Male,18771,900,7.1,85,3.61,Neutral
1967,59,Male,12495,683.6,4.1,0,2.1,Happy
1357,51,Female,10629,714.6,7.3,49,3.05,Tired
1971,18,Female,16533,782,7.2,71,2.97,Happy
1407,48,Female,19823,900,5.5,55,2.46,Tired
1667,47,Male,12365,733.7,7.8,54,1.82,Neutral
1372,35,Female,13099,663,6.8,85,2.47,Tired
1007,34,Male,2316,192.5,4.1,69,1.68,Happy
1121,55,Female,6204,498.9,8,0,2.48,Tired
1347,31,Male,14512,843.5,7.3,23,3.04,Tired
1675,40,Male,1684,202,9.3,74,3.7,Happy
1089,42,Male,7440,407.8,5.7,71,1.74,Neutral
1647,32,Female,12735,648.5,6.7,78,2.32,Tired
1697,39,Male,4087,328.5,8.6,39,2.13,Happy
1315,20,Male,10867,730.4,5.6,38,2.69,Tired
1177,36,Male,19497,900,8.5,27,1.43,Tired
1539,51,Male,18341,900,8.6,86,1.85,Tired
1731,52,Male,6778,507.2,7.5,46,1.32,Neutral
1868,18,Male,17029,900,6.8,27,1.49,Tired
1040,38,Female,9079,531.9,6,37,2.04,Happy
1739,46,Female,4094,363.3,5.9,0,3.67,Happy
1703,23,Male,15821,821.9,7.5,65,2.74,Tired
